,title,rating,reviews,type,address,serviceOptions,gpsCoordinates,website,phone
8309,IndianOil,4.0,187,Petrol Pump,"Lock No 11011/93008 Vidhan Sabha Road, Pandri, Chowk",,"{""latitude"":""21.262077"",""longitude"":""81.659103""}",https://locator.iocl.com/indianoil-abhay-fuels-petrol-pump-lodhipara-chowk-raipur-196231/Home?utm_source=locator&utm_medium=googleplaces,07712283300
8312,Shyam HP Diesel Pump,3.7,51,Petrol Pump,"6JH5+C79, Ring Road No. 1",,"{""latitude"":""21.2285341"",""longitude"":""81.6082414""}",,07713297718
8318,HP PETROL PUMP - PALI FUELS,3.7,110,Petrol Pump,HP Petrol Pump Raipur,,"{""latitude"":""21.22022"",""longitude"":""81.648777""}",http://www.hindustanpetroleum.com/,09827470370
8325,HP Petrol Pump Om Auto Fuels,3.5,131,Petrol Pump,"631, 11, Mahadev Ghat Rd",,"{""latitude"":""21.229542"",""longitude"":""81.598902""}",http://www.hindustanpetroleum.com/,09425210475
8333,Jain Auto Service,3.8,47,Petrol Pump,"G.E. Road, Amanaka",,"{""latitude"":""21.252213"",""longitude"":""81.598142""}",,09575798131
8336,IndianOil,5.0,2,Petrol Pump,"Ground Floor, Doomar Talab Thana Rd",,"{""latitude"":""21.256247"",""longitude"":""81.586617""}",https://locator.iocl.com/indianoil-shivansh-fuels-petrol-pump-dumar-talab-raipur-196220/Home?utm_source=locator&utm_medium=googleplaces,09425203636
8342,IndianOil,4.1,133,Petrol Pump,Ground Floor,,"{""latitude"":""21.218836"",""longitude"":""81.675987""}",https://locator.iocl.com/indianoil-radhey-shyam-automobiles-petrol-pump-amlidih-raipur-196216/Home?utm_source=locator&utm_medium=googleplaces,08966998811
8347,IndianOil,,,Petrol Pump,Ring Rd Number 2,,"{""latitude"":""21.281786"",""longitude"":""81.609543""}",https://locator.iocl.com/indianoil-jhabak-service-station-petrol-pump-gondwara-raipur-196202/Home?utm_source=locator&utm_medium=googleplaces,09630010833
8351,HP PETROL PUMP - MINOCHA AND COMPANY,4.0,"1,020",Petrol Pump,Mumbai - Kolkata Hwy,,"{""latitude"":""21.239292"",""longitude"":""81.675673""}",,09425245023
8353,Alterantive Fuel,4.5,2,Petrol Pump,"6JQG+PQX, Great Eastern Rd",,"{""latitude"":""21.2393659"",""longitude"":""81.6269894""}",,09425202517
8357,Reliance Petroleum,3.9,516,Petrol Pump,"Ground Floor, Ring Road 2, NH 200",,"{""latitude"":""21.2855896"",""longitude"":""81.6182769""}",https://mobilitystation.jiobp.com/reliance-petroleum-petrol-pump-gondwara-basti-raipur-251450/Home?utm_source=locator&utm_medium=googleplaces,09200002600
8362,IndianOil,,,Petrol Pump,"Ground Floor Labhandi, near Chhokra",,"{""latitude"":""21.237186"",""longitude"":""81.693214""}",https://locator.iocl.com/indianoil-apollo-highway-services-petrol-pump-labhandi-raipur-196201/Home?utm_source=locator&utm_medium=googleplaces,09926497000
8363,IndianOil,,,Petrol Pump,Ground Floor,,"{""latitude"":""21.285727"",""longitude"":""81.618309""}",https://locator.iocl.com/indianoil-shubh-petroleum-petrol-pump-gondwara-raipur-196204/Home?utm_source=locator&utm_medium=googleplaces,09827123412
8364,Jhabak Petrol Pump,3.8,294,Petrol Pump,"7JJ6+J2J, Ring Rd Number 2",,"{""latitude"":""21.281597"",""longitude"":""81.6100086""}",,07714221630
8370,Reliance Petrol Pump,4.1,811,Petrol Pump,"Survey No. 8/6 & 16/30, Village Deopuri P.H.No. 114, NH43",,"{""latitude"":""21.21084"",""longitude"":""81.6667076""}",https://www.reliancepetroleum.com/,07712410101
8371,Car Detailing Studio,4.7,78,Car wash,"EAC COLONY, in front of OXYZONE GARDEN, beside POORNIMA SCHOOL",,"{""latitude"":""21.2475665"",""longitude"":""81.644215""}",,08817331455
8372,The Service Junction,4.4,23,Car wash,C-116,,"{""latitude"":""21.260141"",""longitude"":""81.6462479""}",,09827150043
8375,Suraj car wash,4.6,19,Car wash,"near sahu atta chakki, near dhram kiraye bhandar",,"{""latitude"":""21.27455"",""longitude"":""81.6340808""}",,07000079126
8377,Sure Value - The Premium Car Wash | Doorstep Car Wash in Raipur | Car Wash At Home |Car Wash At Doorstep,4.9,24,Car wash,"Gudhiyari Main Rd, near Ram Mandir Gate",,"{""latitude"":""21.2584421"",""longitude"":""81.5995384""}",,08770679576
8378,MARUTINANDAN SERVICE CENTER,4.9,55,Car wash,"1, Ring Road, in front of Walfort City, near kali mandir",,"{""latitude"":""21.2220754"",""longitude"":""81.6177733""}",,08305321242
8382,carz spa raipur,3.8,26,Car wash,"Pandri Raipur, Chhattisgarh 492004 city centre mall 3rd basement",,"{""latitude"":""21.254908"",""longitude"":""81.6463831""}",,08085833330
8385,Royal Car Wash & Service,4.6,18,Car wash,"Plot No 109, Daldal Seoni Main Rd, beside G.T. Natura Society",,"{""latitude"":""21.2769038"",""longitude"":""81.6679267""}",,09340944601
8386,Vishal Car wash Home services,4.8,36,Car wash,"Ravan Bhata mathpurena Bijli Office ke paas, Ring Road No. 1",,"{""latitude"":""21.2164328"",""longitude"":""81.626766""}",,07223877994
8387,Wash N Shine,4.2,53,Car wash,"Shop No. 10, Dhamtari Rd, Near MMI Hospital",,"{""latitude"":""21.216987"",""longitude"":""81.65464""}",,09981002160
8388,3M Car Care,4.2,217,Car wash,"ACE GLOBAL, Infront of, Great Eastern Rd",,"{""latitude"":""21.2391371"",""longitude"":""81.6745235""}",https://carcarestores.3mindia.co.in/,09589275945
8390,Shri Jalaram Auto,4.6,37,Car wash,Car wash,In-store shoppingIn-store pick-up,"{""latitude"":""21.2916048"",""longitude"":""81.6367231""}",,07999877081
8391,PITSTOP AUTOSPA SERVICES,5.0,10,Car wash,"SHIVANSH PETROLPUMP, NEAR OLD AMANAKA THANA, DUMAR TALAB, Sarona Basti Main Rd",,"{""latitude"":""21.2508074"",""longitude"":""81.5846926""}",,08602150119
8392,car street,4.3,26,Car wash,"In Front of MMI Hospital,Dhamtari Road Chowk, near Lalpur",,"{""latitude"":""21.2146009"",""longitude"":""81.6595994""}",https://carstreet.business.site/,09713900045
8393,Royal Car Wash & Service,4.6,18,Car wash,"Plot No 109, Daldal Seoni Main Rd, beside G.T. Natura Society",,"{""latitude"":""21.2769038"",""longitude"":""81.6679267""}",,09340944601
8394,A1 car Wash,5.0,7,Car wash,Gokul Nagar Main Rd,,"{""latitude"":""21.2064194"",""longitude"":""81.6384327""}",,08109663313
8398,Shri Jalaram Auto,4.6,37,Car wash,Car wash,In-store shoppingIn-store pick-up,"{""latitude"":""21.2916048"",""longitude"":""81.6367231""}",,07999877081
8399,sahu washing center,4.3,16,Car wash,"7MFQ+HWC, In front of bihan hospital Shiv mandir gali",,"{""latitude"":""21.273943"",""longitude"":""81.6897587""}",,09977881461
8404,Detox Detailer,4.4,13,Car wash,"Back side parking, 36city mall, vishal nagar",,"{""latitude"":""21.2358961"",""longitude"":""81.6853099""}",,09406008186
8406,Cg 04 car care,5.0,13,Self service car wash,"Ring Road No. 1, near Udyog Bhawan",,"{""latitude"":""21.2345045"",""longitude"":""81.6644402""}",,09754902287
8409,The Car Guys,3.8,48,Car wash,"Near Mahalaxmi Narayan Mandir, Near Cricket Stadium, Kota Main Road",,"{""latitude"":""21.2546288"",""longitude"":""81.601715""}",https://www.facebook.com/theCarGuysRaipur/,09165300000
8413,THE CAR WASH ZONE,3.8,5,Car wash,Raipura chwok HP Patrol Ke pass Old Tol Plaza,,"{""latitude"":""21.2305805"",""longitude"":""81.6043938""}",,09131992269
8414,Hari Om Enterprises,4.5,6,Car wash,"112 Sundar Nagar, Ring Road No. 1",,"{""latitude"":""21.2293698"",""longitude"":""81.6078461""}",,09826208421
8415,cleanwale,4.8,199,Car wash,"First floor Shop No, 02, Arvind Stationeries Building NH130A, Raipur - Baloda Bazar Rd",On-site servicesOnline estimates,"{""latitude"":""21.2667387"",""longitude"":""81.6655198""}",https://cleanwale.business.site/,09807580759
8421,INDIAN AUTOMOBILES CAR WASH,5.0,3,Car wash,"Ring Road No. 1, near Hotel Sukun",,"{""latitude"":""21.2159451"",""longitude"":""81.6393486""}",,07771022550
8424,Insta Car Care,3.5,2,Car wash,"Basement, Ambuja Mall, Vidhan Sabha Rd",Book online,"{""latitude"":""21.2749206"",""longitude"":""81.6873003""}",,08236942552
8432,Clean Zone's Car Wash,1.0,2,Car wash,"7M55+8WW, In Front Of Crystal Arcade, Lodhi Para Chowk, Sankar Nagar Road",,"{""latitude"":""21.2583636"",""longitude"":""81.659819""}",,09300031900
8444,AapniCar Washing Sanitizer,4.7,9,Car wash,307/3rd Floor Office City Center Mall,,"{""latitude"":""21.254943"",""longitude"":""81.6464567""}",http://www.aapnicar.com/,07000477758
8451,H2O Garage,4.8,96,Car wash,"Near Housing Board, Khilora, Old Dhamtari Rd, beside Raj Petroleum",,"{""latitude"":""21.123891"",""longitude"":""81.6668236""}",,09691517023
8452,WONDER WASH,,,Car wash,"Pawan Vihar, opp. SSD Dham, near Medishine Hospital",,"{""latitude"":""21.2222482"",""longitude"":""81.6650608""}",,09340433857
8455,Marvel Motors,4.0,88,Car wash,"MARVEL MOTORS, Ring road Number one DIN DAYAL UPADHYAY NAGAR service road near raipura Chowk IN FRONT OF ALAKHNANDA TOWER",,"{""latitude"":""21.2324665"",""longitude"":""81.599272""}",,07477222455
8457,Masum car wash point,,,Car wash,"talab, infront of gayatri hospital",,"{""latitude"":""21.2341961"",""longitude"":""81.6015024""}",,08871717059
8459,Car Fitness - Car Service In Raipur,4.7,39,Car Service Station,"Sector 2 , Near HR Tower, Infront Of 2050 Health Care Hospital Agroha Society",,"{""latitude"":""21.2313536"",""longitude"":""81.5932227""}",https://carfitness-autorepairshop.business.site/,08817162354
8467,Car Clinic,4.2,48,Car wash,"Mahaveer Nagar Chok,In front of Udyog Bhawan, Ring Road No. 1",,"{""latitude"":""21.2318153"",""longitude"":""81.6637339""}",http://www.carclinic.in/,09691772288
8471,SUBHASH GARAGE,4.2,16,Car wash,7M38+585,,"{""latitude"":""21.2528835"",""longitude"":""81.6658697""}",https://www.directoryworld.in/subhash-garage-shankar-nagar-raipur/,09981083765
8474,GRAVITY WORKSHOP,4.6,394,Car wash,"In Front Of Sarovar Portico Beside Sunil Dairy, Hirapur Rd",,"{""latitude"":""21.2599646"",""longitude"":""81.5828797""}",https://www.facebook.com/GRAVITYWORKSHOP9/,07049097619
8482,KGN car wash,,,Car wash,"1, Telibandha Ring Rd",,"{""latitude"":""21.2195008"",""longitude"":""81.647858""}",,07804986780
8484,Steam Buddy - One Stop Solutions For All Your Cleaning Needs,4.7,134,Cleaning products supplier,Cleaning products supplier,,"{""latitude"":""21.2241099"",""longitude"":""81.6140676""}",http://www.steambuddy.in/,08889631822
8485,Dixit Auto Care,3.6,9,Car wash,"7J2P+P72, KK Rd, Opposite Mahaveer Gaushala",,"{""latitude"":""21.25177"",""longitude"":""81.6356469""}",,09479072111
8487,RAJ MARUTI,4.4,8,Car wash,"7M6V+R5Q, Kachna Rd, near Ashwariya Kingdom",,"{""latitude"":""21.2620825"",""longitude"":""81.6929941""}",https://www.directoryworld.in/raj-maruticar-repairing-serviceraipur/,09340703244
8488,Autonation & Ceramic Pro,4.6,59,Car wash,"Autonation, Vidhan Sabha Rd, next to Swarnabhoomi",,"{""latitude"":""21.2802611"",""longitude"":""81.7057623""}",http://autonation.co.in/,07828900030
8489,Joshi Special Car Wash,5.0,12,Self service car wash,Self service car wash,,"{""latitude"":""21.138533"",""longitude"":""81.779884""}",,09827137376
8521,"ICICI Lombard Network Garage, Raipur, Chhattisgarh (J C AUTOMOBILES)",,,Garage,beside MM SILVER PLAZA,,"{""latitude"":""21.2510717"",""longitude"":""81.6369131""}",https://www.icicilombard.com/motor-insurance/car-insurance?utm_source=google&utm_medium=maps&utm_campaign=network_garage_raipur,09691772288
8546,Soni brothers,,,Garage,"Soni brothers, Raipura Chowk Rd",,"{""latitude"":""21.232301"",""longitude"":""81.5980152""}",,09907432600
8561,"ICICI Lombard Network Garage, Raipur, Chhattisgarh (DEV ENTERPRISES)",,,Garage,"NO -01, RING ROAD, near WALL FORT CITY",,"{""latitude"":""21.2354933"",""longitude"":""81.5897363""}",https://www.icicilombard.com/motor-insurance/car-insurance?utm_source=google&utm_medium=maps&utm_campaign=network_garage_raipur,07828061885
8574,SATISH TRUCK PARKING,5.0,1,Valet parking service,"7JH2+RH5, Unnamed Road",,"{""latitude"":""21.279521"",""longitude"":""81.6014722""}",,09179894004
8578,Mukesh Patel car painter,,,Garage,Garage,,"{""latitude"":""21.2248976"",""longitude"":""81.6431656""}",,08878194105
8580,New India automobile garage,5.0,3,Garage,"Bhanpuri chawk, Ring Rd Number 2",,"{""latitude"":""21.2933872"",""longitude"":""81.6316145""}",,08120571160
8582,"ICICI Lombard Network Garage, Raipur, Chhattisgarh (4 WHEELZ AUTOMOTIVE)",,,Garage,Vidhan Sabha Rd,,"{""latitude"":""21.2701878"",""longitude"":""81.6753726""}",https://www.icicilombard.com/motor-insurance/car-insurance?utm_source=google&utm_medium=maps&utm_campaign=network_garage_raipur,06269184444
8583,Surendra Singh Bhui,3.6,8,Garage,Garage,,"{""latitude"":""21.256656"",""longitude"":""81.567714""}",,09826466835
8588,"ICICI Lombard Network Garage, Raipur, Chhattisgarh (B R CAR CARE)",,,Garage,in front of TRAFFIC POLICE STATION,,"{""latitude"":""21.2585698"",""longitude"":""81.5696991""}",https://www.icicilombard.com/motor-insurance/car-insurance?utm_source=google&utm_medium=maps&utm_campaign=network_garage_raipur,07999053643
8591,SUBHASH GARAGE,4.2,16,Car Service Station,7M38+585,,"{""latitude"":""21.2528835"",""longitude"":""81.6658697""}",https://www.directoryworld.in/subhash-garage-shankar-nagar-raipur/,09981083765
8594,"ICICI Lombard Network Garage, Raipur, Chhattisgarh (GLASSIC SOLUTION)",,,Garage,"Kachna Rd, near AISHWARIYA KINGDOM",,"{""latitude"":""21.2624421"",""longitude"":""81.6926888""}",https://www.icicilombard.com/motor-insurance/car-insurance?utm_source=google&utm_medium=maps&utm_campaign=network_garage_raipur,08819080009
8613,Chalbo,4.7,83,Car rental agency,"307,36 INC,#3rd Floor City Centre Mall",On-site servicesOnline appointments,"{""latitude"":""21.255014"",""longitude"":""81.6465786""}",http://www.chalbo.in/,08962220028
8614,Anytime Travels,5.0,67,Car rental agency,"Kamaluddin House No-542/36, Street No-3, in front of Mutwali House","""Good service for anytime travels.""","{""latitude"":""21.2488862"",""longitude"":""81.6362135""}",http://www.anytimetravels.in/,07869155502
8615,Trippy Self Drive cars,4.1,428,Car rental agency,"Nagar Nigam Colony, Krishna Talkies Chowk, Samta Colony Main Rd","""Good rental car service in raipur at affordable prices.""","{""latitude"":""21.2464732"",""longitude"":""81.6245758""}",http://www.trippycar.com/,08882226226
8616,Siddharth car rental,4.8,29,Car rental agency,Car rental agency,"""thank you Siddharth car rental""","{""latitude"":""21.2616834"",""longitude"":""81.6698156""}",https://siddharth-car-rental-taxi-service.business.site/,08965914943
8617,VANYA TOUR & TRAVELS,4.9,94,Car rental agency,near Shri Sai Saubhagya Dham Sewa Samiti,,"{""latitude"":""21.2273307"",""longitude"":""81.6638236""}",,08109330056
8618,VIRAJ TRAVELS,4.9,54,Car rental agency,"House No 97, Kandul, Road, near Sungam Marriage Palace","""Best service in car rentals""","{""latitude"":""21.2435068"",""longitude"":""81.6603255""}",,09753417198
8621,ShisCab Self drive car rental,5.0,296,Car rental agency,Car rental agency,"""Best car rental service""","{""latitude"":""21.2110336"",""longitude"":""81.6459777""}",https://play.google.com/store/apps/details?id=com.shiscab,06260677498
8622,Ambilkar Tour & Travels,4.9,259,Car rental agency,"Pushpa Vihar House Number 4 Jagannath Chowk, near Shiv Hanuman Mandir","""excellent service good car good behavior""","{""latitude"":""21.2612261"",""longitude"":""81.6021458""}",http://carbookingraipur.in/,08717956333
8624,KEN CABS,4.9,154,Car rental agency,"65, Sunder Nagar, Near Vijaya Bank, NCC AirWing Girls Office Raipur Tel : 07714240199 Mob : 9399254699","""Nice service, good condition and clean cars,  well behaved staff.""","{""latitude"":""21.2328386"",""longitude"":""81.6074579""}",http://www.ken-cab.com/,09399254699
8625,ASV Travels,5.0,19,Car rental agency,pragati vihar near gurukripa provision mahaveer nagar,"""Very comfortable service... Well maintained cars..""","{""latitude"":""21.2383469"",""longitude"":""81.6658883""}",http://www.asvtravels.com/,09479038131
8626,Rahul Travels Sundar Nagar,4.6,11,Car rental agency,"Chowk, Mahadev Ghat Rd",,"{""latitude"":""21.2350363"",""longitude"":""81.6117047""}",,09669311411
8627,Gaurav travels Raipur,4.7,10,Car rental agency,Car rental agency,,"{""latitude"":""21.2256345"",""longitude"":""81.6325244""}",,07879025083
8628,Malak Travels,5.0,7,Car rental agency,near Raman Mandir,,"{""latitude"":""21.2607252"",""longitude"":""81.6353173""}",,09329478000
8638,Jain car Rental Raipur,4.9,13,Car leasing service,Ward no 10 H/108near Kabir provision store,,"{""latitude"":""21.2628737"",""longitude"":""81.6643394""}",,09926126925
8639,Trusted Travels,5.0,46,Car rental agency,Car rental agency,,"{""latitude"":""21.2533114"",""longitude"":""81.6612619""}",http://www.trustedtravels.in/,09755012333
8651,SPARKCARS: Self-Drive Electric Car Rental,5.0,233,Car leasing service,"No. 10, Magneto Offizo, NH53, Great Eastern Rd","""One of the best car rentals available, I recently used their services.""","{""latitude"":""21.239267"",""longitude"":""81.6838776""}",https://sparkcars.in/,06000900042
8654,"IRIDE CARS, Sunder Nagar, Raipur, Chhattisgarh",3.1,39,Car leasing service,Om society road,"""Very good service car 🚗🚗""","{""latitude"":""21.2333392"",""longitude"":""81.6126653""}",,08234888858
8655,Dewangan Travals,5.0,3,Car rental agency,Unnamed Road,,"{""latitude"":""21.2213707"",""longitude"":""81.6099082""}",,06262225220
8656,KEN CABS,4.7,3,Car rental agency,Shop No. 3 Near,,"{""latitude"":""21.2366133"",""longitude"":""81.5924901""}",http://www.ken-cab.com/,09399254699
8664,GADAIWAL CAR RENTAL,4.4,7,Car leasing service,BEHIND VIVEKANAND ASHRAM MANGAL BAZAR GALI NO 5,"""I Strongly recommend this Car rental service""","{""latitude"":""21.2394181"",""longitude"":""81.6220692""}",,09806593932
8668,shiscab self drive car rental raipur bhilai durg bilaspur jagdalpur,,,Car rental agency,7M28+CPH,,"{""latitude"":""21.2510561"",""longitude"":""81.6668664""}",http://www.shiscab.com/,06260677498
8682,MAA SHARDA TOUR & CAR RENTAL,4.0,4,Car leasing service,Car leasing service,,"{""latitude"":""21.2626808"",""longitude"":""81.6642532""}",https://maa-sharda-travels-agency.business.site/?utm_source=gmb&utm_medium=referral,08827268704
8683,GADIWALA BHILAI,4.3,80,Car rental agency,"2nd floor behind Anaal honda, near about city ghadi chowak","""Affordable rate & nice car""","{""latitude"":""21.2060484"",""longitude"":""81.3485243""}",https://raipur-car-rental-agency.business.site/?utm_source=gmb&utm_medium=referral,08224082400
8686,Harshu Travels,,,Car rental agency,Boriya Rd,,"{""latitude"":""21.2058932"",""longitude"":""81.6438056""}",,09826614355
8689,Prayag Tour & Travels,4.5,2,Car rental agency,"6JQG+R5M, Teli para, Mandipara, Mandi Para Rd",,"{""latitude"":""21.2395864"",""longitude"":""81.6254075""}",,09977919995
8691,megha travels,3.8,4,Car rental agency,Car rental agency,,"{""latitude"":""21.249105"",""longitude"":""81.6308906""}",,09329102226
